03_40_40_1000_QUICK_08
RE: 1000.000000
ITERACTIONS: 3000
VARIABLES = "X", "Y", "U", "V", "P"
0.937500,0.037500,-0.000528,-0.000429,0.000069
0.962500,0.037500,-0.000120,-0.000103,0.000045
0.987500,0.037500,-0.000001,0.000102,0.000031
0.012500,0.062500,-0.000079,-0.000071,-0.000725
0.037500,0.062500,-0.000453,0.000464,-0.000745
0.062500,0.062500,-0.001298,0.001234,-0.000770
0.087500,0.062500,-0.002662,0.002054,-0.000798
0.112500,0.062500,-0.004539,0.002822,-0.000825
0.137500,0.062500,-0.006882,0.003486,-0.000850
0.162500,0.062500,-0.009619,0.004019,-0.000869
0.187500,0.062500,-0.012661,0.004410,-0.000882
0.212500,0.062500,-0.015916,0.004657,-0.000887
0.237500,0.062500,-0.019287,0.004763,-0.000883
0.262500,0.062500,-0.022679,0.004735,-0.000869
0.287500,0.062500,-0.026003,0.004583,-0.000846
0.312500,0.062500,-0.029177,0.004317,-0.000814
0.337500,0.062500,-0.032123,0.003950,-0.000774
0.362500,0.062500,-0.034776,0.003494,-0.000725
0.387500,0.062500,-0.037077,0.002963,-0.000670
0.412500,0.062500,-0.038977,0.002371,-0.000609
0.437500,0.062500,-0.040438,0.001730,-0.000543
0.462500,0.062500,-0.041430,0.001055,-0.000474
0.487500,0.062500,-0.041933,0.000360,-0.000402
0.512500,0.062500,-0.041937,-0.000342,-0.000330
0.537500,0.062500,-0.041443,-0.001037,-0.000259
0.562500,0.062500,-0.040461,-0.001711,-0.000189
0.587500,0.062500,-0.039010,-0.002351,-0.000123
0.612500,0.062500,-0.037120,-0.002943,-0.000062
0.637500,0.062500,-0.034830,-0.003473,-0.000007
0.662500,0.062500,-0.032189,-0.003927,0.000042
0.687500,0.062500,-0.029255,-0.004293,0.000083
0.712500,0.062500,-0.026095,-0.004558,0.000115
0.737500,0.062500,-0.022784,-0.004710,0.000138
0.762500,0.062500,-0.019405,-0.004737,0.000153
0.787500,0.062500,-0.016048,-0.004632,0.000157
0.812500,0.062500,-0.012805,-0.004388,0.000153
0.837500,0.062500,-0.009772,-0.004001,0.000142
0.862500,0.062500,-0.007041,-0.003477,0.000123
0.887500,0.062500,-0.004697,-0.002826,0.000099
0.912500,0.062500,-0.002812,-0.002077,0.000073
0.937500,0.062500,-0.001428,-0.001282,0.000046
0.962500,0.062500,-0.000548,-0.000537,0.000022
0.987500,0.062500,-0.000115,-0.000013,0.000004
0.012500,0.087500,-0.000206,0.000213,-0.000690
0.037500,0.087500,-0.000933,0.001280,-0.000716
0.062500,0.087500,-0.002302,0.002634,-0.000744
0.087500,0.087500,-0.004322,0.004041,-0.000772
0.112500,0.087500,-0.006965,0.005357,-0.000798
0.137500,0.087500,-0.010167,0.006498,-0.000821
0.162500,0.087500,-0.013840,0.007417,-0.000838
0.187500,0.087500,-0.017876,0.008092,-0.000849
0.212500,0.087500,-0.022161,0.008516,-0.000853
0.237500,0.087500,-0.026576,0.008692,-0.000848
0.262500,0.087500,-0.031005,0.008629,-0.000835
0.287500,0.087500,-0.035336,0.008345,-0.000813
0.312500,0.087500,-0.039463,0.007857,-0.000783
0.337500,0.087500,-0.043292,0.007187,-0.000745
0.362500,0.087500,-0.046736,0.006356,-0.000700
0.387500,0.087500,-0.049721,0.005390,-0.000648
0.412500,0.087500,-0.052186,0.004311,-0.000591
0.437500,0.087500,-0.054080,0.003146,-0.000530
0.462500,0.087500,-0.055366,0.001919,-0.000466
0.487500,0.087500,-0.056018,0.000654,-0.000400
0.512500,0.087500,-0.056023,-0.000623,-0.000333
0.537500,0.087500,-0.055383,-0.001888,-0.000266
0.562500,0.087500,-0.054109,-0.003115,-0.000202
0.587500,0.087500,-0.052227,-0.004279,-0.000141
0.612500,0.087500,-0.049774,-0.005356,-0.000084
0.637500,0.087500,-0.046802,-0.006321,-0.000032
0.662500,0.087500,-0.043372,-0.007149,0.000013
0.687500,0.087500,-0.039558,-0.007818,0.000052
0.712500,0.087500,-0.035446,-0.008304,0.000082
0.737500,0.087500,-0.031131,-0.008588,0.000104
0.762500,0.087500,-0.026717,-0.008650,0.000118
0.787500,0.087500,-0.022316,-0.008476,0.000123
0.812500,0.087500,-0.018044,-0.008057,0.000121
0.837500,0.087500,-0.014019,-0.007390,0.000110
0.862500,0.087500,-0.010353,-0.006484,0.000094
0.887500,0.087500,-0.007150,-0.005363,0.000072
0.912500,0.087500,-0.004498,-0.004076,0.000047
0.937500,0.087500,-0.002456,-0.002707,0.000020
0.962500,0.087500,-0.001048,-0.001398,-0.000006
0.987500,0.087500,-0.000251,-0.000379,-0.000030
0.012500,0.112500,-0.000343,0.000760,-0.000652
0.037500,0.112500,-0.001441,0.002555,-0.000686
0.062500,0.112500,-0.003351,0.004639,-0.000718
0.087500,0.112500,-0.006041,0.006747,-0.000748
0.112500,0.112500,-0.009449,0.008704,-0.000775
0.137500,0.112500,-0.013491,0.010397,-0.000797
0.162500,0.112500,-0.018057,0.011759,-0.000814
0.187500,0.112500,-0.023025,0.012756,-0.000824
0.212500,0.112500,-0.028261,0.013375,-0.000827
0.237500,0.112500,-0.033628,0.013617,-0.000822
0.262500,0.112500,-0.038992,0.013498,-0.000809
0.287500,0.112500,-0.044222,0.013039,-0.000788
0.312500,0.112500,-0.049196,0.012267,-0.000760
0.337500,0.112500,-0.053803,0.011214,-0.000723
0.362500,0.112500,-0.057943,0.009914,-0.000681
0.387500,0.112500,-0.061528,0.008404,-0.000632
0.412500,0.112500,-0.064486,0.006722,-0.000578
0.437500,0.112500,-0.066758,0.004904,-0.000521
0.462500,0.112500,-0.068300,0.002990,-0.000460
0.487500,0.112500,-0.069081,0.001017,-0.000398
0.512500,0.112500,-0.069087,-0.000974,-0.000335
0.537500,0.112500,-0.068319,-0.002945,-0.000272
0.562500,0.112500,-0.066790,-0.004858,-0.000212
0.587500,0.112500,-0.064531,-0.006675,-0.000154
0.612500,0.112500,-0.061586,-0.008355,-0.000100
0.637500,0.112500,-0.058015,-0.009863,-0.000051
0.662500,0.112500,-0.053890,-0.011160,-0.000008
0.687500,0.112500,-0.049299,-0.012211,0.000028
0.712500,0.112500,-0.044341,-0.012981,0.000057
0.737500,0.112500,-0.039127,-0.013439,0.000079
0.762500,0.112500,-0.033779,-0.013559,0.000092
0.787500,0.112500,-0.028426,-0.013319,0.000097
0.812500,0.112500,-0.023204,-0.012707,0.000095
0.837500,0.112500,-0.018246,-0.011722,0.000085
0.862500,0.112500,-0.013685,-0.010378,0.000069
0.887500,0.112500,-0.009643,-0.008712,0.000048
0.912500,0.112500,-0.006225,-0.006795,0.000022
0.937500,0.112500,-0.003513,-0.004740,-0.000007
0.962500,0.112500,-0.001560,-0.002725,-0.000038
0.987500,0.112500,-0.000389,-0.001019,-0.000069
0.012500,0.137500,-0.000480,0.001582,-0.000615
0.037500,0.137500,-0.001948,0.004299,-0.000656
0.062500,0.137500,-0.004398,0.007257,-0.000693
0.087500,0.137500,-0.007753,0.010174,-0.000727
0.112500,0.137500,-0.011919,0.012852,-0.000755
0.137500,0.137500,-0.016783,0.015155,-0.000779
0.162500,0.137500,-0.022215,0.017001,-0.000796
0.187500,0.137500,-0.028073,0.018342,-0.000806
0.212500,0.137500,-0.034206,0.019160,-0.000809
0.237500,0.137500,-0.040461,0.019457,-0.000804
0.262500,0.137500,-0.046688,0.019251,-0.000792
0.287500,0.137500,-0.052741,0.018571,-0.000771
0.312500,0.137500,-0.058485,0.017454,-0.000743
0.337500,0.137500,-0.063794,0.015945,-0.000709
0.362500,0.137500,-0.068559,0.014089,-0.000668
0.387500,0.137500,-0.072680,0.011939,-0.000621
0.412500,0.137500,-0.076078,0.009545,-0.000569
0.437500,0.137500,-0.078686,0.006962,-0.000514
0.462500,0.137500,-0.080454,0.004243,-0.000456
0.487500,0.137500,-0.081349,0.001443,-0.000396
0.512500,0.137500,-0.081356,-0.001384,-0.000336
0.537500,0.137500,-0.080473,-0.004184,-0.000276
0.562500,0.137500,-0.078718,-0.006902,-0.000218
0.587500,0.137500,-0.076124,-0.009483,-0.000163
0.612500,0.137500,-0.072740,-0.011874,-0.000111
0.637500,0.137500,-0.068633,-0.014022,-0.000064
0.662500,0.137500,-0.063883,-0.015874,-0.000023
0.687500,0.137500,-0.058589,-0.017381,0.000012
0.712500,0.137500,-0.052861,-0.018495,0.000040
0.737500,0.137500,-0.046823,-0.019174,0.000061
0.762500,0.137500,-0.040611,-0.019381,0.000074
0.787500,0.137500,-0.034370,-0.019089,0.000079
0.812500,0.137500,-0.028249,-0.018280,0.000077
0.837500,0.137500,-0.022400,-0.016954,0.000067
0.862500,0.137500,-0.016972,-0.015132,0.000051
0.887500,0.137500,-0.012107,-0.012864,0.000028
0.912500,0.137500,-0.007930,-0.010236,0.000000
0.937500,0.137500,-0.004552,-0.007387,-0.000032
0.962500,0.137500,-0.002060,-0.004521,-0.000068
0.987500,0.137500,-0.000522,-0.001929,-0.000107
0.012500,0.162500,-0.000613,0.002673,-0.000582
0.037500,0.162500,-0.002442,0.006505,-0.000630
0.062500,0.162500,-0.005421,0.010482,-0.000673
0.087500,0.162500,-0.009431,0.014316,-0.000710
0.112500,0.162500,-0.014343,0.017790,-0.000742
0.137500,0.162500,-0.020014,0.020755,-0.000767
0.162500,0.162500,-0.026291,0.023113,-0.000785
0.187500,0.162500,-0.033011,0.024809,-0.000796
0.212500,0.162500,-0.040005,0.025821,-0.000799
0.237500,0.162500,-0.047104,0.026152,-0.000794
0.262500,0.162500,-0.054145,0.025824,-0.000782
0.287500,0.162500,-0.060967,0.024875,-0.000762
0.312500,0.162500,-0.067424,0.023353,-0.000734
0.337500,0.162500,-0.073381,0.021314,-0.000700
0.362500,0.162500,-0.078717,0.018821,-0.000660
0.387500,0.162500,-0.083327,0.015940,-0.000614
0.412500,0.162500,-0.087123,0.012739,-0.000564
0.437500,0.162500,-0.090034,0.009288,-0.000510
0.462500,0.162500,-0.092007,0.005659,-0.000454
0.487500,0.162500,-0.093005,0.001922,-0.000396
0.512500,0.162500,-0.093011,-0.001850,-0.000337
0.537500,0.162500,-0.092025,-0.005586,-0.000279
0.562500,0.162500,-0.090065,-0.009213,-0.000222
0.587500,0.162500,-0.087167,-0.012662,-0.000168
0.612500,0.162500,-0.083384,-0.015860,-0.000118
0.637500,0.162500,-0.078788,-0.018738,-0.000072
0.662500,0.162500,-0.073466,-0.021227,-0.000032
0.687500,0.162500,-0.067523,-0.023263,0.000003
0.712500,0.162500,-0.061080,-0.024783,0.000030
0.737500,0.162500,-0.054271,-0.025731,0.000051
0.762500,0.162500,-0.047244,-0.026061,0.000063
0.787500,0.162500,-0.040157,-0.025736,0.000069
0.812500,0.162500,-0.033173,-0.024735,0.000066
0.837500,0.162500,-0.026460,-0.023058,0.000056
0.862500,0.162500,-0.020186,-0.020728,0.000038
0.887500,0.162500,-0.014512,-0.017806,0.000013
0.912500,0.162500,-0.009590,-0.014392,-0.000017
0.937500,0.162500,-0.005557,-0.010641,-0.000054
0.962500,0.162500,-0.002539,-0.006776,-0.000096
0.987500,0.162500,-0.000649,-0.003100,-0.000142
0.012500,0.187500,-0.000741,0.004026,-0.000553
0.037500,0.187500,-0.002920,0.009160,-0.000609
0.062500,0.187500,-0.006416,0.014303,-0.000658
0.087500,0.187500,-0.011069,0.019160,-0.000700
0.112500,0.187500,-0.016714,0.023505,-0.000734
0.137500,0.187500,-0.023180,0.027179,-0.000762
0.162500,0.187500,-0.030287,0.030074,-0.000781
0.187500,0.187500,-0.037849,0.032131,-0.000793
0.212500,0.187500,-0.045679,0.033325,-0.000797
0.237500,0.187500,-0.053593,0.033663,-0.000792
0.262500,0.187500,-0.061412,0.033173,-0.000780
0.287500,0.187500,-0.068965,0.031903,-0.000759
0.312500,0.187500,-0.076095,0.029913,-0.000732
0.337500,0.187500,-0.082658,0.027275,-0.000698
0.362500,0.187500,-0.088526,0.024066,-0.000658
0.387500,0.187500,-0.093588,0.020369,-0.000612
0.412500,0.187500,-0.097751,0.016271,-0.000562
0.437500,0.187500,-0.100940,0.011858,-0.000509
0.462500,0.187500,-0.103099,0.007222,-0.000453
0.487500,0.187500,-0.104191,0.002451,-0.000395
0.512500,0.187500,-0.104197,-0.002365,-0.000337
0.537500,0.187500,-0.103116,-0.007135,-0.000280
0.562500,0.187500,-0.100968,-0.011770,-0.000224
0.587500,0.187500,-0.097790,-0.016179,-0.000170
0.612500,0.187500,-0.093639,-0.020275,-0.000120
0.637500,0.187500,-0.088589,-0.023968,-0.000074
0.662500,0.187500,-0.082733,-0.027173,-0.000034
0.687500,0.187500,-0.076182,-0.029809,0.000000
0.712500,0.187500,-0.069064,-0.031796,0.000028
0.737500,0.187500,-0.061523,-0.033066,0.000048
0.762500,0.187500,-0.053715,-0.033559,0.000061
0.787500,0.187500,-0.045811,-0.033228,0.000066
0.812500,0.187500,-0.037988,-0.032048,0.000063
0.837500,0.187500,-0.030432,-0.030013,0.000051
0.862500,0.187500,-0.023326,-0.027151,0.000032
0.887500,0.187500,-0.016856,-0.023526,0.000005
0.912500,0.187500,-0.011200,-0.019249,-0.000029
0.937500,0.187500,-0.006526,-0.014488,-0.000070
0.962500,0.187500,-0.002997,-0.009475,-0.000118
0.987500,0.187500,-0.000769,-0.004518,-0.000173
0.012500,0.212500,-0.000865,0.005632,-0.000532
0.037500,0.212500,-0.003384,0.012254,-0.000595
0.062500,0.212500,-0.007385,0.018708,-0.000650
0.087500,0.212500,-0.012671,0.024695,-0.000696
0.112500,0.212500,-0.019041,0.029987,-0.000735
0.137500,0.212500,-0.026293,0.034416,-0.000764
0.162500,0.212500,-0.034218,0.037871,-0.000786
0.187500,0.212500,-0.042609,0.040289,-0.000798
0.212500,0.212500,-0.051258,0.041649,-0.000802
0.237500,0.212500,-0.059965,0.041962,-0.000798
0.262500,0.212500,-0.068537,0.041266,-0.000785
0.287500,0.212500,-0.076792,0.039620,-0.000764
0.312500,0.212500,-0.084563,0.037099,-0.000736
0.337500,0.212500,-0.091700,0.033790,-0.000702
0.362500,0.212500,-0.098069,0.029789,-0.000661
0.387500,0.212500,-0.103554,0.025195,-0.000615
0.412500,0.212500,-0.108058,0.020114,-0.000564
0.437500,0.212500,-0.111506,0.014653,-0.000510
0.462500,0.212500,-0.113837,0.008920,-0.000454
0.487500,0.212500,-0.115015,0.003024,-0.000396
0.512500,0.212500,-0.115020,-0.002926,-0.000337
0.537500,0.212500,-0.113851,-0.008821,-0.000279
0.562500,0.212500,-0.111529,-0.014552,-0.000222
0.587500,0.212500,-0.108091,-0.020011,-0.000168
0.612500,0.212500,-0.103596,-0.025088,-0.000118
0.637500,0.212500,-0.098121,-0.029678,-0.000071
0.662500,0.212500,-0.091762,-0.033676,-0.000031
0.687500,0.212500,-0.084635,-0.036982,0.000004
0.712500,0.212500,-0.076873,-0.039501,0.000032
0.737500,0.212500,-0.068627,-0.041147,0.000053
0.762500,0.212500,-0.060063,-0.041847,0.000066
0.787500,0.212500,-0.051363,-0.041543,0.000071
0.812500,0.212500,-0.042719,-0.040198,0.000067
0.837500,0.212500,-0.034331,-0.037805,0.000055
0.862500,0.212500,-0.026405,-0.034388,0.000034
0.887500,0.212500,-0.019149,-0.030013,0.000005
0.912500,0.212500,-0.012768,-0.024798,-0.000033
0.937500,0.212500,-0.007466,-0.018914,-0.000080
0.962500,0.212500,-0.003439,-0.012602,-0.000134
0.987500,0.212500,-0.000885,-0.006171,-0.000197
0.012500,0.237500,-0.000986,0.007484,-0.000518
0.037500,0.237500,-0.003839,0.015776,-0.000589
0.062500,0.237500,-0.008338,0.023686,-0.000650
0.087500,0.237500,-0.014249,0.030915,-0.000701
0.112500,0.237500,-0.021339,0.037229,-0.000743
0.137500,0.237500,-0.029370,0.042458,-0.000776
0.162500,0.237500,-0.038107,0.046492,-0.000799
0.187500,0.237500,-0.047317,0.049270,-0.000812
0.212500,0.237500,-0.056773,0.050775,-0.000816
0.237500,0.237500,-0.066257,0.051028,-0.000812
0.262500,0.237500,-0.075561,0.050078,-0.000798
0.287500,0.237500,-0.084495,0.047999,-0.000777
0.312500,0.237500,-0.092882,0.044882,-0.000748
0.337500,0.237500,-0.100567,0.040831,-0.000711
0.362500,0.237500,-0.107409,0.035961,-0.000669
0.387500,0.237500,-0.113292,0.030392,-0.000622
0.412500,0.237500,-0.118116,0.024248,-0.000570
0.437500,0.237500,-0.121803,0.017655,-0.000514
0.462500,0.237500,-0.124295,0.010743,-0.000456
0.487500,0.237500,-0.125552,0.003638,-0.000396
0.512500,0.237500,-0.125556,-0.003530,-0.000336
0.537500,0.237500,-0.124306,-0.010634,-0.000277
0.562500,0.237500,-0.121821,-0.017545,-0.000219
0.587500,0.237500,-0.118141,-0.024134,-0.000163
0.612500,0.237500,-0.113324,-0.030275,-0.000111
0.637500,0.237500,-0.107448,-0.035840,-0.000063
0.662500,0.237500,-0.100612,-0.040707,-0.000021
0.687500,0.237500,-0.092935,-0.044755,0.000015
0.712500,0.237500,-0.084554,-0.047871,0.000044
0.737500,0.237500,-0.075626,-0.049951,0.000066
0.762500,0.237500,-0.066326,-0.050905,0.000080
0.787500,0.237500,-0.056846,-0.050663,0.000085
0.812500,0.237500,-0.047393,-0.049175,0.000081
0.837500,0.237500,-0.038183,-0.046425,0.000067
0.862500,0.237500,-0.029444,-0.042432,0.000044
0.887500,0.237500,-0.021408,-0.037260,0.000012
0.912500,0.237500,-0.014310,-0.031028,-0.000030
0.937500,0.237500,-0.008386,-0.023909,-0.000081
0.962500,0.237500,-0.003871,-0.016148,-0.000142
0.987500,0.237500,-0.000997,-0.008053,-0.000212
0.012500,0.262500,-0.001106,0.009576,-0.000514
0.037500,0.262500,-0.004290,0.019722,-0.000592
0.062500,0.262500,-0.009284,0.029235,-0.000659
0.087500,0.262500,-0.015819,0.037815,-0.000716
0.112500,0.262500,-0.023625,0.045227,-0.000761
0.137500,0.262500,-0.032434,0.051302,-0.000796
0.162500,0.262500,-0.041979,0.055933,-0.000821
0.187500,0.262500,-0.052002,0.059064,-0.000835
0.212500,0.262500,-0.062254,0.060690,-0.000840
0.237500,0.262500,-0.072500,0.060843,-0.000834
0.262500,0.262500,-0.082520,0.059588,-0.000820
0.287500,0.262500,-0.092110,0.057015,-0.000797
0.312500,0.262500,-0.101090,0.053234,-0.000766
0.337500,0.262500,-0.109295,0.048370,-0.000727
0.362500,0.262500,-0.116586,0.042557,-0.000683
0.387500,0.262500,-0.122842,0.035936,-0.000633
0.412500,0.262500,-0.127965,0.028652,-0.000579
0.437500,0.262500,-0.131875,0.020851,-0.000521
0.462500,0.262500,-0.134514,0.012681,-0.000460
0.487500,0.262500,-0.135845,0.004290,-0.000398
0.512500,0.262500,-0.135847,-0.004175,-0.000335
0.537500,0.262500,-0.134521,-0.012565,-0.000273
0.562500,0.262500,-0.131886,-0.020733,-0.000212
0.587500,0.262500,-0.127980,-0.028531,-0.000154
0.612500,0.262500,-0.122862,-0.035812,-0.000100
0.637500,0.262500,-0.116610,-0.042429,-0.000050
0.662500,0.262500,-0.109323,-0.048239,-0.000005
0.687500,0.262500,-0.101120,-0.053101,0.000033
0.712500,0.262500,-0.092144,-0.056880,0.000064
0.737500,0.262500,-0.082556,-0.059455,0.000087
0.762500,0.262500,-0.072538,-0.060716,0.000102
0.787500,0.262500,-0.062293,-0.060575,0.000107
0.812500,0.262500,-0.052040,-0.058968,0.000103
0.837500,0.262500,-0.042015,-0.055865,0.000089
0.862500,0.262500,-0.032467,-0.051277,0.000064
0.887500,0.262500,-0.023654,-0.045262,0.000029
0.912500,0.262500,-0.015842,-0.037934,-0.000016
0.937500,0.262500,-0.009299,-0.029468,-0.000073
0.962500,0.262500,-0.004298,-0.020105,-0.000140
0.987500,0.262500,-0.001108,-0.010157,-0.000218
0.012500,0.287500,-0.001226,0.011909,-0.000521
0.037500,0.287500,-0.004741,0.024090,-0.000606
0.062500,0.287500,-0.010232,0.035354,-0.000679
0.087500,0.287500,-0.017394,0.045395,-0.000741
0.112500,0.287500,-0.025920,0.053980,-0.000790
0.137500,0.287500,-0.035507,0.060945,-0.000828
0.162500,0.287500,-0.045858,0.066188,-0.000854
0.187500,0.287500,-0.056689,0.069665,-0.000869
0.212500,0.287500,-0.067728,0.071383,-0.000872
0.237500,0.287500,-0.078722,0.071392,-0.000866
0.262500,0.287500,-0.089437,0.069775,-0.000850
0.287500,0.287500,-0.099661,0.066644,-0.000824
0.312500,0.287500,-0.109206,0.062130,-0.000791
0.337500,0.287500,-0.117905,0.056380,-0.000750
0.362500,0.287500,-0.125617,0.049551,-0.000702
0.387500,0.287500,-0.132221,0.041804,-0.000649
0.412500,0.287500,-0.137618,0.033305,-0.000591
0.437500,0.287500,-0.141733,0.024223,-0.000530
0.462500,0.287500,-0.144507,0.014724,-0.000465
0.487500,0.287500,-0.145904,0.004976,-0.000400
0.512500,0.287500,-0.145905,-0.004856,-0.000333
0.537500,0.287500,-0.144509,-0.014603,-0.000268
0.562500,0.287500,-0.141736,-0.024101,-0.000204
0.587500,0.287500,-0.137623,-0.033180,-0.000142
0.612500,0.287500,-0.132227,-0.041676,-0.000084
0.637500,0.287500,-0.125624,-0.049419,-0.000031
0.662500,0.287500,-0.117913,-0.056246,0.000017
0.687500,0.287500,-0.109214,-0.061994,0.000058
0.712500,0.287500,-0.099668,-0.066507,0.000091
0.737500,0.287500,-0.089443,-0.069641,0.000117
0.762500,0.287500,-0.078727,-0.071264,0.000133
0.787500,0.287500,-0.067731,-0.071267,0.000140
0.812500,0.287500,-0.056689,-0.069568,0.000136
0.837500,0.287500,-0.045855,-0.066121,0.000121
0.862500,0.287500,-0.035499,-0.060922,0.000095
0.887500,0.287500,-0.025909,-0.054019,0.000057
0.912500,0.287500,-0.017380,-0.045517,0.000008
0.937500,0.287500,-0.010216,-0.035588,-0.000054
0.962500,0.287500,-0.004727,-0.024473,-0.000127
0.987500,0.287500,-0.001220,-0.012484,-0.000213
0.012500,0.312500,-0.001347,0.014482,-0.000539
0.037500,0.312500,-0.005198,0.028885,-0.000632
0.062500,0.312500,-0.011194,0.042047,-0.000711
0.087500,0.312500,-0.018990,0.053661,-0.000778
0.112500,0.312500,-0.028242,0.063494,-0.000831
0.137500,0.312500,-0.038611,0.071389,-0.000871
0.162500,0.312500,-0.049769,0.077255,-0.000898
0.187500,0.312500,-0.061401,0.081063,-0.000913
0.212500,0.312500,-0.073215,0.082839,-0.000916
0.237500,0.312500,-0.084939,0.082655,-0.000907
0.262500,0.312500,-0.096326,0.080616,-0.000889
0.287500,0.312500,-0.107156,0.076859,-0.000860
0.312500,0.312500,-0.117235,0.071541,-0.000823
0.337500,0.312500,-0.126395,0.064831,-0.000779
0.362500,0.312500,-0.134495,0.056912,-0.000727
0.387500,0.312500,-0.141415,0.047968,-0.000670
0.412500,0.312500,-0.147061,0.038186,-0.000607
0.437500,0.312500,-0.151358,0.027755,-0.000541
0.462500,0.312500,-0.154252,0.016862,-0.000472
0.487500,0.312500,-0.155707,0.005692,-0.000402
0.512500,0.312500,-0.155706,-0.005570,-0.000331
0.537500,0.312500,-0.154249,-0.016740,-0.000261
0.562500,0.312500,-0.151354,-0.027631,-0.000192
0.587500,0.312500,-0.147055,-0.038060,-0.000126
0.612500,0.312500,-0.141408,-0.047839,-0.000064
0.637500,0.312500,-0.134485,-0.056780,-0.000006
0.662500,0.312500,-0.126383,-0.064697,0.000045
0.687500,0.312500,-0.117219,-0.071404,0.000090
0.712500,0.312500,-0.107137,-0.076723,0.000127
